"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1908596833586475196","Sat Apr 05 19:05:19 +0000 2025","24126","If you re online say Free Palestine https://t.co/Kpvn1Ipop4","1908596833586475196","https://pbs.twimg.com/media/Gnyyr4xXIAAIT9a.png","","en","San Diego, CA","251","1963","5933","https://x.com/PalestineCultu1/status/1908596833586475196","1259051577643589632","PalestineCultu1"
"1908742533716599182","Sun Apr 06 04:44:17 +0000 2025","7688","Free Palestine or Pride which is it going to be? https://t.co/vgy67tMzw4","1908742533716599182","https://pbs.twimg.com/ext_tw_video_thumb/1908742459380899841/pu/img/ya0UiTRFlM-e7FZj.jpg","","en","United States","214","661","1708","https://x.com/TaraBull808/status/1908742533716599182","1374968033265864706","TaraBull808"
"1908875960033694029","Sun Apr 06 13:34:28 +0000 2025","3583","PALESTINE WILL BE FREE! 🇵🇸 https://t.co/AHgow0udpF","1908875960033694029","https://pbs.twimg.com/media/Gn2wkJdXkAAzW_H.jpg","","en","","18","90","1139","https://x.com/stairwayto3dom/status/1908875960033694029","1593929531148144645","stairwayto3dom"
"1908611020517519781","Sat Apr 05 20:01:42 +0000 2025","4319","I do Support Palestine because Im human being 🇵🇸 https://t.co/ELFGD2Ucq4","1908611020517519781","https://pbs.twimg.com/ext_tw_video_thumb/1908610229492699136/pu/img/gy3h1hXa4Dxc1blr.jpg","","en","Los Angeles, CA","22","27","1349","https://x.com/LailaPalestini1/status/1908611020517519781","1259042108817670144","LailaPalestini1"
"1908926644460347470","Sun Apr 06 16:55:52 +0000 2025","31362","We are alive Free Palestine🇵🇸🇵🇸 https://t.co/csyv6DuAng","1908926644460347470","https://pbs.twimg.com/amplify_video_thumb/1908925337745965056/img/my0Kkv1H8CMcznJf.jpg","","en","Palestine -Gaza","41","153","5846","https://x.com/Mo7ammed_jawad6/status/1908926644460347470","841771269087473665","Mo7ammed_jawad6"
"1908653879706673617","Sat Apr 05 22:52:00 +0000 2025","169221","i saw the coolest man ever today https://t.co/NeVPehKPVe","1908653879706673617","https://pbs.twimg.com/media/GnzmlawXwAAhSPW.jpg","","en","She/her•21•Palestinian•Muslim","760","175","21848","https://x.com/HorrorHijabi/status/1908653879706673617","1221253783503720448","HorrorHijabi"
"1908858371735728209","Sun Apr 06 12:24:35 +0000 2025","463","The souls of our martyrs colleges asking for justice can you hear them? #notatarget #IHL https://t.co/xyl3mdpIfv","1908858371735728209","https://pbs.twimg.com/amplify_video_thumb/1908858290018177024/img/J9VbAaLP3lniDNRP.jpg","","en","Palestine","11","14","297","https://x.com/PalestineRCS/status/1908858371735728209","288160069","PalestineRCS"
"1908624590294638935","Sat Apr 05 20:55:37 +0000 2025","32528","Scenes from a pro-Palestine rally in Stockholm Sweden https://t.co/J29wbKgEYX","1908624590294638935","https://pbs.twimg.com/amplify_video_thumb/1908624168540573696/img/cjgnPXONvDK7YY5C.jpg","","en","Global ","127","253","12764","https://x.com/OnlinePalEng/status/1908624590294638935","1318537581185896448","OnlinePalEng"
"1908736624088789077","Sun Apr 06 04:20:48 +0000 2025","6825","Angelina Jolie calls out the hypocrisy and double standards of the Western World in its ill treatment of Palestinians . Free Palestine 🇵🇸 https://t.co/zd63yVV6jb","1908736624088789077","https://pbs.twimg.com/ext_tw_video_thumb/1908736556728193024/pu/img/xiWJhIKLeaU9YvgX.jpg","","en","Belfast","34","115","2277","https://x.com/aldamu_jo/status/1908736624088789077","1168233995945033728","aldamu_jo"
"1908946427608465565","Sun Apr 06 18:14:29 +0000 2025","49","Bangladesh stands with Palestine 🇵🇸 Palestine will be free Inn Sha Allah. https://t.co/Yd4rt65Qmc","1908946427608465565","https://pbs.twimg.com/amplify_video_thumb/1908946359417462784/img/rUVsIkRzQpjBIlfL.jpg","","en","Bangladesh","2","7","12","https://x.com/TamzidSalehin/status/1908946427608465565","1584446152824741889","TamzidSalehin"
"1908935233853874578","Sun Apr 06 17:30:00 +0000 2025","5956","🇵🇸 🇺🇸 AMERICANS STAND WITH PALESTINE! THE WORLD IS WAKING UP! https://t.co/LbaMNNrpzF","1908935233853874578","https://pbs.twimg.com/ext_tw_video_thumb/1908842305357832192/pu/img/nY-m5RcML4jezOvA.jpg","","en","Miami, FL","35","145","1940","https://x.com/jacksonhinklle/status/1908935233853874578","1151913018936053760","jacksonhinklle"
"1908998662803562806","Sun Apr 06 21:42:03 +0000 2025","8197","Comment Free Palestine and let me know where you're from my friends! 🇵🇸 https://t.co/SV7HsnJ6CS","1908998662803562806","https://pbs.twimg.com/amplify_video_thumb/1908998478228860928/img/1Xm9Mc5Y2ofRbmWm.jpg","","en","Palestine -Gaza","25","600","1994","https://x.com/Mo7ammed_jawad6/status/1908998662803562806","841771269087473665","Mo7ammed_jawad6"
"1908593732280344823","Sat Apr 05 18:53:00 +0000 2025","202"," Pull him up with me before we all die. Red Crescent worker Noah Alshaghnobi tries to rescue a Palestinian man trapped under rubble after an Israeli strike in Palestine's Gaza. He is initially pushed to leave as Israel issues another warning to evacuate the school. Nooh later https://t.co/XVahCyjPib","1908593732280344823","https://pbs.twimg.com/media/GnywqNZWIAA1boa.jpg","","en","","3","5","200","https://x.com/trtworld/status/1908593732280344823","3091150576","trtworld"
